id,cement,slag,flyash,water,super_plast,coarse_agg,fine_agg,age,strength
S438,480,0,0,192,0,936.2,712.2,3,24.4
S439,333,0,0,192,0,931.2,842.6,3,15.62
S440,255,0,0,192,0,889.8,945,90,21.86
S441,255,0,0,192,0,889.8,945,7,10.22
S442,255,0,0,192,0,889.8,945,28,18.75
S443,333,0,0,192,0,931.2,842.6,28,31.97
S444,333,0,0,192,0,931.2,842.6,7,23.4
S445,289,0,0,192,0,913.2,895.3,28,25.57
S446,333,0,0,192,0,931.2,842.6,90,41.68
S447,393,0,0,192,0,940.6,785.6,7,27.74
S448,255,0,0,192,0,889.8,945,3,8.2
S449,239.6,359.4,0,185.7,0,941.6,664.3,7,25.42
S450,238.2,158.8,0,185.7,0,1040.6,734.3,7,15.69
S451,181.9,272.8,0,185.7,0,1012.4,714.3,28,27.94
S452,193.5,290.2,0,185.7,0,998.2,704.3,28,32.63
S453,255.5,170.3,0,185.7,0,1026.6,724.3,7,17.24
S454,272.8,181.9,0,185.7,0,1012.4,714.3,7,19.77
S455,239.6,359.4,0,185.7,0,941.6,664.3,28,39.44
S456,220.8,147.2,0,185.7,0,1055,744.3,28,25.75
S457,397,0,0,185.7,0,1040.6,734.3,28,33.08
S458,382.5,0,0,185.7,0,1047.8,739.3,7,24.07
S459,210.7,316.1,0,185.7,0,977,689.3,7,21.82
S460,158.8,238.2,0,185.7,0,1040.6,734.3,28,21.07
S461,203.5,135.7,0,185.7,0,1076.2,759.3,7,11.96
S462,397,0,0,185.7,0,1040.6,734.3,7,25.45
S463,228,342.1,0,185.7,0,955.8,674.3,28,39.7
S464,220.8,147.2,0,185.7,0,1055,744.3,7,13.09
S465,316.1,210.7,0,185.7,0,977,689.3,28,38.7
S466,135.7,203.5,0,185.7,0,1076.2,759.3,7,7.51
S467,238.1,0,0,185.7,0,1118.8,789.3,28,17.58
S468,339.2,0,0,185.7,0,1069.2,754.3,7,21.18
S469,135.7,203.5,0,185.7,0,1076.2,759.3,28,18.2
S470,203.5,135.7,0,185.7,0,1076.2,759.3,28,22.63
S471,290.2,193.5,0,185.7,0,998.2,704.3,7,21.86
S472,181.9,272.8,0,185.7,0,1012.4,714.3,7,12.37
S473,170.3,155.5,0,185.7,0,1026.6,724.3,28,25.73
S474,210.7,316.1,0,185.7,0,977,689.3,28,37.81
S475,228,342.1,0,185.7,0,955.8,674.3,7,21.92
S476,290.2,193.5,0,185.7,0,998.2,704.3,28,33.04
S477,381.4,0,0,185.7,0,1104.6,784.3,7,14.54
S478,238.2,158.8,0,185.7,0,1040.6,734.3,28,26.91
S479,238.1,0,0,185.7,0,1118.8,789.3,7,10.34
S480,252.5,0,0,185.7,0,1111.6,784.3,28,19.77
S481,382.5,0,0,185.7,0,1047.8,739.3,28,37.44
S482,252.5,0,0,185.7,0,1111.6,784.3,7,11.48
S483,186.2,124.1,0,185.7,0,1083.4,764.3,28,17.6
S484,170.3,155.5,0,185.7,0,1026.6,724.3,7,10.73
S485,272.8,181.9,0,185.7,0,1012.4,714.3,28,31.38
S486,339,0,0,197,0,968,781,3,13.22
S487,339,0,0,197,0,968,781,7,20.97
S488,339,0,0,197,0,968,781,14,27.04
S489,339,0,0,197,0,968,781,28,32.04
S490,339,0,0,197,0,968,781,90,35.17
S491,339,0,0,197,0,968,781,180,36.45
S492,236,0,0,194,0,968,885,3,6.47
S493,236,0,0,194,0,968,885,14,12.84
S494,236,0,0,194,0,968,885,90,21.95
S495,236,0,0,193,0,968,885,180,24.1
S496,277,0,0,191,0,968,856,14,21.26
S497,277,0,0,191,0,968,856,3,11.36
S498,277,0,0,191,0,968,856,90,31.25
S499,277,0,0,191,0,968,856,180,32.33
S500,277,0,0,191,0,968,856,360,33.7
S501,254,0,0,198,0,968,863,3,9.31
S502,254,0,0,198,0,968,863,90,26.94
S503,254,0,0,198,0,968,863,180,27.63
S504,254,0,0,198,0,968,863,365,29.79
S505,307,0,0,193,0,968,812,180,34.49
S506,307,0,0,193,0,968,812,365,36.15
S507,307,0,0,193,0,968,812,3,12.54
S508,307,0,0,193,0,968,812,28,27.53
S509,307,0,0,193,0,968,812,90,32.92
S510,236,0,0,193,0,968,885,7,9.99
S511,200,0,0,180,0,1125,845,7,7.84
S512,200,0,0,180,0,1125,845,28,12.25
S513,225,0,0,181,0,1113,833,7,11.17
S514,225,0,0,181,0,1113,833,28,17.34
S515,325,0,0,184,0,1063,783,28,30.57
S516,275,0,0,183,0,1088,808,7,14.2
S517,300,0,0,184,0,1075,795,7,15.58
S518,300,0,0,184,0,1075,795,28,26.85
S519,375,0,0,186,0,1038,758,28,38.21
S520,250,0,0,182,0,1100,820,28,20.87
S521,350,0,0,186,0,1050,770,28,34.29
S522,203.5,305.3,0,203.5,0,963.4,630,7,19.54
S523,157,236,0,192,0,935.4,781.2,90,43.38
S524,166.8,250.2,0,203.5,0,975.6,692.6,3,6.9
S525,122.6,183.9,0,203.5,0,958.2,800.1,90,33.19
S526,183.9,122.6,0,203.5,0,959.2,800,3,4.9
S527,102,153,0,192,0,887,942,3,4.57
S528,102,153,0,192,0,887,942,90,25.46
S529,122.6,183.9,0,203.5,0,958.2,800.1,28,24.29
S530,166.8,250.2,0,203.5,0,975.6,692.6,28,33.95
S531,200,133,0,192,0,965.4,806.2,3,11.41
S532,108.3,162.4,0,203.5,0,938.2,849,28,20.59
S533,305.3,203.5,0,203.5,0,965.4,631,7,25.89
S534,108.3,162.4,0,203.5,0,938.2,849,90,29.23
S535,116,173,0,192,0,909.8,891.9,90,31.02
S536,133,200,0,192,0,927.4,839.2,28,27.87
S537,250.2,166.8,0,203.5,0,977.6,694.1,7,19.35
S538,192,288,0,192,0,929.8,716.1,3,12.79
S539,153,102,0,192,0,888,943.1,3,4.78
S540,288,192,0,192,0,932,717.8,3,16.11
S541,305.3,203.5,0,203.5,0,965.4,631,28,43.38
S542,173,116,0,192,0,946.8,856.8,3,6.94
S543,212,141.3,0,203.5,0,973.4,750,7,15.03
S544,236,157,0,192,0,972.6,749.1,3,13.57
S545,183.9,122.6,0,203.5,0,959.2,800,90,32.53
S546,166.8,250.2,0,203.5,0,975.6,692.6,7,15.75
S547,102,153,0,192,0,887,942,7,7.68
S548,288,192,0,192,0,932,717.8,28,38.8
S549,212,141.3,0,203.5,0,973.4,750,28,33
S550,102,153,0,192,0,887,942,28,17.28
S551,173,116,0,192,0,946.8,856.8,28,24.28
S552,133,200,0,192,0,927.4,839.2,90,36.59
S553,305.3,203.5,0,203.5,0,965.4,631,3,14.14
S554,236,157,0,192,0,972.6,749.1,90,47.78
S555,108.3,162.4,0,203.5,0,938.2,849,3,2.33
S556,288,192,0,192,0,932,717.8,7,23.52
S557,212,141.3,0,203.5,0,973.4,750,3,6.81
S558,212,141.3,0,203.5,0,973.4,750,90,39.7
S559,153,102,0,192,0,888,943.1,28,17.96
S560,236,157,0,192,0,972.6,749.1,28,32.88
S561,116,173,0,192,0,909.8,891.9,28,22.35
S562,183.9,122.6,0,203.5,0,959.2,800,7,10.79
S563,108.3,162.4,0,203.5,0,938.2,849,7,7.72
S564,133,200,0,192,0,927.4,839.2,3,6.88
S565,200,133,0,192,0,965.4,806.2,28,30.44
S566,250.2,166.8,0,203.5,0,977.6,694.1,3,9.73
S567,153,102,0,192,0,888,943.1,90,26.32
S568,200,133,0,192,0,965.4,806.2,90,43.25
S569,116,173,0,192,0,909.8,891.9,3,6.28
S570,173,116,0,192,0,946.8,856.8,90,32.1
S571,305.3,203.5,0,203.5,0,965.4,631,90,54.6
S572,192,288,0,192,0,929.8,716.1,7,21.48
S573,157,236,0,192,0,935.4,781.2,3,9.69
S574,153,102,0,192,0,888,943.1,7,8.37
S575,141.3,212,0,203.5,0,971.8,748.5,90,39.66
S576,116,173,0,192,0,909.8,891.9,7,10.09
S577,141.3,212,0,203.5,0,971.8,748.5,3,4.83
S578,166.8,250.2,0,203.5,0,975.6,692.6,90,43.57
S579,203.5,305.3,0,203.5,0,963.4,630,90,51.86
S580,310,0,0,192,0,1012,830,7,17.24
S581,310,0,0,192,0,1012,830,28,27.83
S582,310,0,0,192,0,1012,830,120,38.7
S583,331,0,0,192,0,1025,821,3,14.31
S584,331,0,0,192,0,1025,821,7,17.44
S585,331,0,0,192,0,1025,821,90,37.91
S586,349,0,0,192,0,1056,809,3,15.87
S587,349,0,0,192,0,1056,809,7,9.01
S588,349,0,0,192,0,1056,809,28,33.61
S589,349,0,0,192,0,1056,809,90,40.66
S590,349,0,0,192,0,1056,809,120,40.86
S591,238,0,0,186,0,1119,789,7,12.05
S592,238,0,0,186,0,1119,789,28,17.54
S593,296,0,0,186,0,1090,769,28,25.18
S594,297,0,0,186,0,1040,734,7,30.96
S595,480,0,0,192,0,936,721,28,43.89
S596,480,0,0,192,0,936,721,90,54.28
S597,397,0,0,186,0,1040,734,28,36.94
S598,281,0,0,186,0,1104,774,7,14.5
S599,281,0,0,185,0,1104,774,28,22.44
S600,500,0,0,200,0,1125,613,1,12.64
S601,500,0,0,200,0,1125,613,7,33.21
S602,500,0,0,200,0,1125,613,14,36.94
S603,500,0,0,200,0,1125,613,28,44.09
S604,540,0,0,173,0,1125,613,7,52.61
S605,540,0,0,173,0,1125,613,28,67.31
S606,540,0,0,173,0,1125,613,90,69.66
S607,540,0,0,173,0,1125,613,180,71.62
S608,540,0,0,173,0,1125,613,270,74.17
S609,350,0,0,203,0,974,775,7,18.13
S610,350,0,0,203,0,974,775,14,22.53
S611,350,0,0,203,0,974,775,28,27.34
S612,350,0,0,203,0,974,775,56,29.98
S613,350,0,0,203,0,974,775,90,31.35
S614,350,0,0,203,0,974,775,180,32.72
S615,385,0,0,186,0,966,763,1,6.27
S616,385,0,0,186,0,966,763,3,14.7
S617,385,0,0,186,0,966,763,7,23.22
S618,385,0,0,186,0,966,763,14,27.92
S619,385,0,0,186,0,966,763,28,31.35
S620,331,0,0,192,0,978,825,180,39
S621,331,0,0,192,0,978,825,360,41.24
S622,331,0,0,192,0,978,825,3,13.52
S623,382,0,0,186,0,1047,739,28,37.42
S624,382,0,0,186,0,1111,784,7,11.47
S625,281,0,0,186,0,1104,774,28,22.44
S626,339,0,0,185,0,1069,754,7,21.16
S627,339,0,0,185,0,1069,754,28,31.84
S628,295,0,0,185,0,1069,769,7,14.8
S629,295,0,0,185,0,1069,769,28,25.18
S630,238,0,0,185,0,1118,789,28,17.54
S631,296,0,0,192,0,1085,765,28,21.65
S632,296,0,0,192,0,1085,765,90,29.39
S633,331,0,0,192,0,879,825,3,13.52
S634,331,0,0,192,0,978,825,7,16.26
S635,331,0,0,192,0,978,825,28,31.45
S636,349,0,0,192,0,1047,806,7,18.13
S637,349,0,0,192,0,1047,806,90,39.49
S638,349,0,0,192,0,1047,806,180,41.05
S639,349,0,0,192,0,1047,806,360,42.13
S640,302,0,0,203,0,974,817,14,18.13
S641,302,0,0,203,0,974,817,180,26.74
S642,525,0,0,189,0,1125,613,180,61.92
S643,500,0,0,200,0,1125,613,90,47.22
S644,500,0,0,200,0,1125,613,180,51.04
S645,540,0,0,173,0,1125,613,3,41.64
S646,252,0,0,185,0,1111,784,28,19.69
S647,339,0,0,185,0,1060,754,28,31.65
S648,393,0,0,192,0,940,758,3,19.11
S649,393,0,0,192,0,940,758,28,39.58
S650,393,0,0,192,0,940,758,90,48.79
S651,382,0,0,185,0,1047,739,7,24
S652,382,0,0,185,0,1047,739,28,37.42
S653,310,0,0,192,0,970,850,7,14.99
S654,310,0,0,192,0,970,850,28,27.92
S655,310,0,0,192,0,970,850,180,37.33
S656,310,0,0,192,0,970,850,360,38.11
S657,525,0,0,189,0,1125,613,7,42.42
S658,525,0,0,189,0,1125,613,14,48.4
S659,525,0,0,189,0,1125,613,28,55.94
S660,525,0,0,189,0,1125,613,270,67.11
S661,322,0,0,203,0,974,800,14,20.77
S662,322,0,0,203,0,974,800,28,25.18
S663,302,0,0,203,0,974,817,28,21.75
S664,397,0,0,185,0,1040,734,28,39.09
S665,480,0,0,192,0,936,721,3,24.39
S666,522,0,0,146,0,896,896,7,50.51
S667,273,105,82,210,9,904,680,28,37.17
S668,162,190,148,179,19,838,741,28,33.76
S669,154,144,112,220,10,923,658,28,16.5
S670,147,115,89,202,9,860,829,28,19.99
S671,152,178,139,168,18,944,695,28,36.35
S672,310,143,111,168,22,914,651,28,33.69
S673,144,0,175,158,18,943,844,28,15.42
S674,304,140,0,214,6,895,722,28,33.42
S675,374,0,0,190,7,1013,730,28,39.05
S676,153,239,0,200,6,1002,684,28,26.86
S677,310,143,0,168,10,914,804,28,45.3
S678,305,0,100,196,10,959,705,28,30.12
S679,298,137,107,201,6,878,655,28,53.52
S680,321,164,0,190,5,870,774,28,57.21
S681,280,129,100,172,9,825,805,28,52.82
S682,252,97,76,194,8,835,821,28,33.4
S683,165,0,150,182,12,1023,729,28,18.03
S684,156,243,0,180,11,1022,698,28,37.36
S685,160,188,146,203,11,829,710,28,32.84
S686,298,0,107,186,6,879,815,28,42.64
S687,318,0,126,210,6,861,737,28,40.06
S688,287,121,94,188,9,904,696,28,41.94
S689,326,166,0,174,9,882,790,28,61.23
S690,322,149,0,186,8,951,709,28,52.42
S691,164,0,200,181,13,849,846,28,15.09
S692,314,0,113,170,10,925,783,28,38.46
S693,321,0,128,182,11,870,780,28,37.26
S694,140,164,128,237,6,869,656,28,35.23
S695,288,121,0,177,7,908,829,28,42.13
S696,298,0,107,210,11,880,744,28,31.87
S697,160,250,0,168,12,1049,688,28,39.45
S698,166,260,0,183,13,859,827,28,37.91
S699,276,116,90,180,9,870,768,28,44.28
S700,322,0,116,196,10,818,813,28,31.18
S701,149,139,109,193,6,892,780,28,23.69
S702,159,187,0,176,11,990,789,28,32.76
S703,261,100,78,201,9,864,761,28,32.4
S704,237,92,71,247,6,853,695,28,28.63
S705,313,0,113,178,8,1002,689,28,36.8
S706,155,183,0,193,9,1047,697,28,18.28
S707,146,230,0,202,3,827,872,28,33.06
S708,133,210,0,196,3,949,795,28,31.03
S709,152,0,112,184,8,992,816,28,12.18
S710,153,145,113,178,8,1002,689,28,25.56
S711,140,133,103,200,7,916,753,28,36.44
S712,149,236,0,176,13,847,893,28,32.96
S713,300,0,120,212,10,878,728,28,23.84
S714,153,145,113,178,8,867,824,28,26.23
S715,148,0,137,158,16,1002,830,28,17.95
S716,326,0,138,199,11,801,792,28,40.68
S717,153,145,0,178,8,1000,822,28,19.01
S718,262,111,86,195,5,895,733,28,33.72
S719,158,0,195,220,11,898,713,28,8.54
S720,151,0,185,167,16,1074,678,28,13.46
S721,273,0,90,199,11,931,762,28,32.24
S722,149,118,92,183,7,953,780,28,23.52
S723,260,101,78,171,10,936,763,28,49.77
S724,313,161,0,178,10,917,759,28,52.44
S725,284,120,0,168,7,970,794,28,40.93
S726,336,0,0,182,3,986,817,28,44.86
S727,145,0,134,181,11,979,812,28,13.2
S728,150,237,0,174,12,1069,675,28,37.43
S729,144,170,133,192,8,814,805,28,29.87
S730,155,0,143,193,9,1047,697,28,12.46
S731,155,183,0,193,9,877,868,28,23.79
S732,135,0,166,180,10,961,805,28,13.29
S733,266,112,87,178,10,910,745,28,39.42
S734,314,145,113,179,8,869,690,28,46.23
S735,146,173,0,182,3,986,817,28,23.74
S736,144,136,106,178,7,941,774,28,26.14
S737,148,0,182,181,15,839,884,28,15.52
S738,277,117,91,191,7,946,666,28,43.57
S739,313,145,0,178,8,1002,689,28,41.05
S740,155,184,143,194,9,880,699,28,28.99
S741,289,134,0,195,6,924,760,28,46.24
S742,148,175,0,171,2,1000,828,28,26.92
S743,313,0,0,178,8,1000,822,28,25.1
S744,155,0,143,193,9,877,868,28,9.74
S745,162,207,172,216,10,822,638,28,39.84
S746,162,214,164,202,10,820,680,28,30.65
S747,157,214,152,200,9,819,704,28,33.05
S748,149,153,194,192,8,935,623,28,24.58
S749,135,105,193,196,6,965,643,28,21.91
S750,159,209,161,201,7,848,669,28,30.88
S751,144,15,195,176,6,1021,709,28,15.34
S752,154,174,185,228,7,845,612,28,24.34
S753,167,187,195,185,7,898,636,28,23.89
S754,184,86,190,213,6,923,623,28,22.93
S755,156,178,187,221,7,854,614,28,29.41
S756,236.9,91.7,71.5,246.9,6,852.9,695.4,28,28.63
S757,313.3,0,113,178.5,8,1001.9,688.7,28,36.8
S758,296,0,106.7,221.4,10.5,819.2,778.4,28,31.42
S759,133.1,210.2,0,195.7,3.1,949.4,795.3,28,28.94
S760,313.3,145,0,178.5,8,867.2,824,28,40.93
S761,151.6,0,111.9,184.4,7.9,992,815.9,28,12.18
S762,139.9,132.6,103.3,200.3,7.4,916,753.4,28,36.44
S763,149.5,236,0,175.8,12.6,846.8,892.7,28,32.96
S764,299.8,0,119.8,211.5,9.9,878.2,727.6,28,23.84
S765,153.1,145,113,178.5,8,867.2,824,28,26.23
S766,148.1,0,136.6,158.1,16.1,1001.8,830.1,28,17.96
S767,326.5,0,137.9,199,10.8,801.1,792.5,28,38.63
S768,152.7,144.7,0,178.1,8,999.7,822.2,28,19.01
S769,272.6,0,89.6,198.7,10.6,931.3,762.2,28,32.25
S770,143,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73
S771,312.9,160.5,0,177.6,9.6,916.6,759.5,28,52.45
S772,284,119.7,0,168.3,7.2,970.4,794.2,28,40.93
S773,336.5,0,0,181.9,3.4,985.8,816.8,28,44.87
S774,144.8,0,133.6,180.8,11.1,979.5,811.5,28,13.2
S775,150,236.8,0,173.8,11.9,1069.3,674.8,28,37.43
S776,143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87
S777,330.5,169.6,0,194.9,8.1,811,802.3,28,56.62
S778,154.8,0,142.8,193.3,9.1,1047.4,696.7,28,12.46
S779,154.8,183.4,0,193.3,9.1,877.2,867.7,28,23.79
S780,134.7,0,165.7,180.2,10,961,804.9,28,13.29
S781,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42
S782,314,145.3,113.2,178.9,8,869.1,690.2,28,46.23
S783,312.7,144.7,0,127.3,8,999.7,822.2,28,44.52
S784,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.15
S785,148.1,0,182.1,181.4,15,838.9,884.3,28,15.53
S786,277,116.8,91,190.6,7,946.5,665.6,28,43.58
S787,298.1,0,107.5,163.6,12.8,953.2,784,28,35.87
S788,155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99
S789,289,133.7,0,194.9,5.5,924.1,760.1,28,46.25
S790,147.8,175.1,0,171.2,2.2,1000,828.5,28,26.92
S791,145.4,0,178.9,201.7,7.8,824,868.7,28,10.54
S792,312.7,0,0,178.1,8,999.7,822.2,28,25.1
S793,255.3,98.8,77,188.6,6.5,919,749.3,28,33.8
S794,162,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76
S795,146.5,114.6,89.3,201.9,8.8,860,829.5,28,19.99
S796,151.8,178.1,138.7,167.5,18.3,944,694.6,28,36.35
S797,309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.22
S798,143.6,0,174.9,158.4,17.9,942.7,844.5,28,15.42
S799,303.6,139.9,0,213.5,6.2,895.5,722.5,28,33.42
S800,374.3,0,0,190.2,6.7,1013.2,730.4,28,39.06
S801,158.6,148.9,116,175.1,15,953.3,719.7,28,27.68
S802,304.8,0,99.6,196,9.8,959.4,705.2,28,30.12
S803,150.9,0,183.9,166.6,11.6,991.2,772.2,28,15.57
S804,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61
S805,297.8,137.2,106.9,201.3,6,878.4,655.3,28,53.52
S806,366,187,0,191.3,6.6,824.3,756.9,28,65.91
S807,279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
S808,252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,33.4
S809,164.6,0,150.4,181.6,11.7,1023.3,728.9,28,18.03
S810,155.6,243.5,0,180.3,10.7,1022,697.7,28,37.36
S811,298.1,0,107,186.4,6.1,879,815.2,28,42.64
S812,317.9,0,126.5,209.7,5.7,860.5,736.6,28,40.06
S813,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
S814,325.6,166.4,0,174,8.9,881.6,790,28,61.24
S815,132,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31
S816,322.5,148.6,0,185.8,8.5,951,709.5,28,52.43
S817,164.2,0,200.1,181.2,12.6,849.3,846,28,15.09
S818,321.4,0,127.9,182.5,11.5,870.1,779.7,28,37.27
S819,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23
S820,264.5,111,86.5,195.5,5.9,832.6,790.4,28,41.54
S821,159.8,250,0,168.4,12.2,1049.3,688.2,28,39.46
S822,166,259.7,0,183.2,12.7,858.8,826.8,28,37.92
S823,276.4,116,90.3,179.6,8.9,870.1,768.3,28,44.28
S824,148.5,139.4,108.6,192.7,6.1,892.4,780,28,23.7
S825,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4
