customer_id,city,gender,senior_citizen,dependents,tenure_months,phone_service,internet_service,contract,monthly_charges,total_charges,churn_label,cltv
8785-EPNCG,Sacramento,Male,No,No,11,Multiple Lines,No,Month-to-month,23.15,245.2,Yes,5671
5729-KLZAR,Sacramento,Female,No,No,4,Single Line,Fiber optic,Month-to-month,85.19312129871933,302.75,Yes,2961
1582-RAFML,Sacramento,Male,No,No,1,Multiple Lines,DSL,Month-to-month,60.1,60.1,Yes,5654
8740-CRYFY,Sacramento,Male,No,No,1,Single Line,Fiber optic,Month-to-month,71.66445905702452,78.95,Yes,2038
2962-XPMCQ,Sacramento,Male,No,No,2,Single Line,DSL,Month-to-month,45.15,98.5,Yes,2699
1678-FYZOW,Sacramento,Female,No,No,3,Single Line,Fiber optic,Month-to-month,82.40942919656231,244.65,Yes,2448
8627-EHGIP,Sacramento,Male,No,No,44,No,DSL,One year,53.95,2375.4,Yes,3051
5480-TBGPH,Sacramento,Female,No,No,24,Single Line,Fiber optic,Month-to-month,101.85330285162594,2431.35,Yes,4811
8854-CCVSQ,Browns Valley,Male,No,No,18,Multiple Lines,Fiber optic,Month-to-month,77.85250213199747,1451.9,Yes,3788
0511-JTEOY,Canyon Dam,Female,No,No,1,Single Line,Fiber optic,Month-to-month,91.36938775452288,71.1,Yes,5824
7067-KSAZT,Chico,Female,Yes,No,65,Multiple Lines,Fiber optic,One year,106.25,6979.8,Yes,5965
6532-YLWSI,Crescent Mills,Female,No,No,53,Single Line,No,One year,20.8,1021.8,Yes,4166
9300-AGZNL,Elk Creek,Male,Yes,No,1,Multiple Lines,Fiber optic,Month-to-month,95.26486646961084,94.0,Yes,4176
1112-CUNAO,Grimes,Female,Yes,No,15,Multiple Lines,Fiber optic,Month-to-month,83.60806118461986,1424.95,Yes,2668
5175-AOBHI,Hamilton City,Female,No,No,4,Single Line,DSL,Month-to-month,46.0,193.6,Yes,5246
5174-RNGBH,Live Oak,Female,No,No,9,Single Line,DSL,Month-to-month,66.25,620.55,Yes,5515
7270-BDIOA,Maxwell,Female,No,No,22,Multiple Lines,Fiber optic,Month-to-month,96.01839283466951,1993.8,Yes,4739
9565-JSNFM,Meadow Valley,Male,No,No,38,Single Line,Fiber optic,One year,70.45,2597.6,Yes,5437
0607-DAAHE,Olivehurst,Male,No,No,53,Single Line,No,Two year,19.75,1052.35,Yes,6265
9732-KPKBW,Oroville,Male,No,No,1,Single Line,DSL,Month-to-month,53.95,53.95,Yes,2771
3389-YGYAI,Princeton,Female,Yes,No,8,Multiple Lines,Fiber optic,Month-to-month,79.26446190686366,829.55,Yes,5546
9560-ARGQJ,Quincy,Female,No,No,16,Single Line,Fiber optic,Month-to-month,82.42423017844399,1312.15,Yes,2335
5134-IKDAY,Twain,Female,No,No,1,Single Line,Fiber optic,Month-to-month,83.39697638431404,69.8,Yes,2123
3070-DVEYC,Williams,Male,Yes,No,7,Multiple Lines,Fiber optic,Month-to-month,75.96390937623418,545.15,Yes,5638
5707-ORNDZ,Yuba City,Male,Yes,No,9,Multiple Lines,DSL,Month-to-month,54.55,494.05,Yes,4656
8696-JKZNU,Anderson,Female,Yes,No,37,Multiple Lines,Fiber optic,Month-to-month,76.81263390304414,2841.55,Yes,5859
5380-AFSSK,Bella Vista,Female,No,No,5,Multiple Lines,Fiber optic,Month-to-month,77.5804827700918,486.85,Yes,5435
2055-PDADH,Big Bend,Female,Yes,No,3,Single Line,Fiber optic,Month-to-month,75.61772871009991,204.7,Yes,2491
8714-EUHJO,Castella,Female,No,No,31,Multiple Lines,Fiber optic,Month-to-month,71.2570241467117,2995.45,Yes,5219
3721-CNEYS,Douglas City,Female,No,No,2,Single Line,Fiber optic,Month-to-month,75.36548523197514,137.95,Yes,5390
2568-OIADY,Fort Jones,Female,No,No,37,Multiple Lines,Fiber optic,Month-to-month,109.57281842666771,3762.0,Yes,4233
1193-RTSLK,Happy Camp,Female,No,No,38,Single Line,Fiber optic,Month-to-month,98.46429503448704,3233.6,Yes,2157
2302-ANTDP,Hat Creek,Female,Yes,No,48,Multiple Lines,Fiber optic,Month-to-month,85.14061758041552,5438.9,Yes,5915
5923-GXUOC,Hayfork,Male,No,No,10,Single Line,Fiber optic,Month-to-month,68.07715335869479,1081.45,Yes,5035
5233-GEEAX,Lewiston,Male,Yes,No,8,No,DSL,Month-to-month,29.4,221.9,Yes,5971
4432-ADRLB,Montague,Male,No,No,2,Single Line,DSL,Month-to-month,44.65,74.9,Yes,4655
8993-PHFWD,Old Station,Female,No,No,3,No,DSL,Month-to-month,25.25,58.9,Yes,2088
1565-RHDJD,Palo Cedro,Female,No,No,4,Multiple Lines,Fiber optic,Month-to-month,94.92710055898895,333.55,Yes,5552
7137-RYLPP,Paskenta,Male,Yes,No,37,Multiple Lines,Fiber optic,Month-to-month,93.14555134852999,3171.15,Yes,4712
3765-JXVKY,Paynes Creek,Female,No,No,1,Single Line,Fiber optic,Month-to-month,72.14667577284564,74.7,Yes,4692
7330-WZLNC,Red Bluff,Female,No,No,5,Multiple Lines,Fiber optic,Month-to-month,96.1354277362547,455.5,Yes,5090
3957-LXOLK,Shingletown,Female,Yes,No,28,Multiple Lines,Fiber optic,Month-to-month,84.19467300341053,3152.5,Yes,5030
6635-MYYYZ,Trinity Center,Female,No,No,30,Single Line,DSL,One year,85.35,2530.4,Yes,2313
5281-BUZGT,Weaverville,Male,Yes,No,36,Multiple Lines,Fiber optic,Month-to-month,85.75040758973586,3186.7,Yes,5692
5378-IKEEG,Eagleville,Female,No,No,1,No,DSL,Month-to-month,35.75,35.75,Yes,3351
2718-GAXQD,Lake City,Female,Yes,Yes,4,Single Line,DSL,Month-to-month,46.0,181.6,Yes,4797
6413-XKKPU,Sierra City,Male,No,No,17,Single Line,Fiber optic,Month-to-month,89.10328372584297,1539.45,Yes,2544
1449-XQEMT,Susanville,Male,No,No,3,Single Line,No,Month-to-month,19.8,58.15,Yes,4323
2626-URJFX,Termo,Male,No,Yes,4,Multiple Lines,DSL,Month-to-month,50.9,225.6,Yes,5691
2612-RRIDN,Westwood,Male,No,No,4,Single Line,Fiber optic,Month-to-month,88.64741103854982,340.85,Yes,3591
4735-ASGMA,Carnelian Bay,Male,No,No,26,Multiple Lines,Fiber optic,Month-to-month,84.97411373193188,2515.3,Yes,4997
3669-LVWZB,Tahoma,Male,No,No,5,No,DSL,Month-to-month,51.0,305.95,Yes,4630
6892-EZDTG,Kings Beach,Female,No,No,4,Multiple Lines,Fiber optic,Month-to-month,104.57167936677669,365.4,Yes,2140
9725-SCPZG,South Lake Tahoe,Male,No,No,1,Single Line,Fiber optic,Month-to-month,93.25527268937842,90.85,Yes,5086
5884-GCYMI,Truckee,Male,No,No,1,Single Line,Fiber optic,Month-to-month,86.90644985234354,69.4,Yes,2847
3217-FZDMN,Los Angeles,Female,Yes,No,8,Single Line,Fiber optic,Month-to-month,71.73129983574579,742.95,Yes,3676
7853-GVUDZ,Los Angeles,Female,No,Yes,1,Single Line,No,Month-to-month,20.15,20.15,Yes,4277
7480-QNVZJ,Los Angeles,Male,Yes,No,50,Multiple Lines,Fiber optic,Month-to-month,70.69429199831181,4816.7,Yes,4287
3943-KDREE,Los Angeles,Female,No,No,26,Multiple Lines,Fiber optic,Month-to-month,76.67294142541728,1834.95,Yes,2934
9239-ZBZZV,Los Angeles,Female,No,No,6,No,DSL,Month-to-month,47.95,305.1,Yes,2240
4398-HSCJH,Los Angeles,Female,No,No,3,Multiple Lines,DSL,Month-to-month,63.6,155.65,Yes,3155
4430-UZIPO,Los Angeles,Male,No,No,3,No,DSL,Month-to-month,36.85,108.7,Yes,5825
4855-SNKMY,Los Angeles,Female,No,No,1,Single Line,DSL,Month-to-month,44.1,44.1,Yes,5955
8008-HAWED,Los Angeles,Male,No,No,14,No,DSL,Month-to-month,50.75,712.75,Yes,4883
7124-UGSUR,Los Angeles,Female,Yes,No,61,Multiple Lines,Fiber optic,One year,104.4,6405.0,Yes,4412
1862-SKORY,Los Angeles,Female,Yes,No,40,No,DSL,Month-to-month,39.3,1637.4,Yes,2296
1502-XFCVR,Los Angeles,Female,No,No,58,Single Line,Fiber optic,One year,106.45,6145.85,Yes,5902
9692-TUSXH,Los Angeles,Female,No,No,18,Single Line,Fiber optic,Month-to-month,96.52255874479185,1740.7,Yes,5581
7912-SYRQT,Los Angeles,Female,No,No,7,Multiple Lines,Fiber optic,Month-to-month,88.10568422718822,552.95,Yes,5514
4816-JBHOV,Los Angeles,Male,Yes,No,2,Single Line,DSL,Month-to-month,44.7,93.7,Yes,4618
8292-TYSPY,Los Angeles,Male,No,No,19,Single Line,DSL,Month-to-month,55.0,1046.5,Yes,4539
1867-BDVFH,Los Angeles,Male,No,No,11,Multiple Lines,Fiber optic,Month-to-month,66.36645695695427,834.2,Yes,5075
2359-QWQUL,Los Angeles,Female,No,No,39,Single Line,Fiber optic,One year,104.7,4134.85,Yes,2371
9103-TCIHJ,Los Angeles,Female,No,No,15,Multiple Lines,DSL,Month-to-month,55.7,899.8,Yes,4519
4140-WJAWW,Los Angeles,Female,No,No,5,Single Line,No,Month-to-month,19.85,108.05,Yes,3799
6653-CBBOM,Compton,Female,No,No,1,Single Line,Fiber optic,Month-to-month,89.59982520048378,70.3,Yes,5963
3247-ZVOUO,Downey,Male,Yes,No,10,Multiple Lines,Fiber optic,Month-to-month,87.00156697575123,851.75,Yes,3336
6101-IMRMM,El Segundo,Male,No,No,6,Single Line,Fiber optic,Month-to-month,79.12150531575277,575.45,Yes,3469
1268-ASBGA,Huntington Park,Female,Yes,No,16,Multiple Lines,Fiber optic,Month-to-month,93.4492399838668,1375.15,Yes,5769
8943-URTMR,Lawndale,Female,No,No,2,Single Line,Fiber optic,Month-to-month,93.51681842906264,152.7,Yes,5082
4713-LZDRV,Malibu,Female,Yes,No,2,Single Line,Fiber optic,Month-to-month,84.9422664227067,195.05,Yes,4322
4325-NFSKC,Pacific Palisades,Male,Yes,No,19,Multiple Lines,Fiber optic,Month-to-month,68.49922873352942,1660.0,Yes,2373
2955-PSXOE,Topanga,Female,No,No,1,Single Line,No,Month-to-month,20.2,20.2,Yes,3061
7762-URZQH,Venice,Male,No,No,66,Multiple Lines,Fiber optic,Two year,106.05,6981.35,Yes,5602
6907-NZZIJ,Santa Monica,Female,No,No,36,Multiple Lines,Fiber optic,Month-to-month,76.00913298386939,3615.6,Yes,4188
2911-UREFD,Santa Monica,Female,No,No,39,No,DSL,Month-to-month,55.9,2184.35,Yes,5632
3744-ZRRDZ,Torrance,Male,No,No,21,Multiple Lines,Fiber optic,Month-to-month,101.62578515241428,1852.85,Yes,2902
5673-TIYIB,Torrance,Male,No,No,2,No,DSL,Month-to-month,40.4,77.15,Yes,3620
1602-IJQQE,Whittier,Female,No,No,4,Multiple Lines,Fiber optic,Month-to-month,86.33797116600401,338.1,Yes,2220
4628-WQCQQ,Whittier,Male,No,No,35,Single Line,Fiber optic,One year,85.15,3030.6,Yes,5928
1644-IRKSF,La Palma,Female,No,No,33,Single Line,Fiber optic,One year,93.8,3124.5,Yes,5080
3705-PSNGL,Cerritos,Male,No,No,45,Single Line,No,One year,20.4,930.45,Yes,5398
6502-HCJTI,Lakewood,Male,Yes,No,7,Multiple Lines,Fiber optic,Month-to-month,91.56016239544904,673.1,Yes,3591
2606-RMDHZ,Lakewood,Male,No,No,6,No,DSL,Month-to-month,30.5,208.7,Yes,4667
8258-GSTJK,San Pedro,Male,Yes,No,3,Multiple Lines,Fiber optic,Month-to-month,66.9114465717327,237.75,Yes,3128
6861-OKBCE,Seal Beach,Female,No,Yes,11,Single Line,No,Month-to-month,20.1,221.35,Yes,4500
9940-RHLFB,Sunset Beach,Female,No,No,1,Single Line,Fiber optic,Month-to-month,95.74099032927923,75.3,Yes,2176
2995-UPRYS,Long Beach,Female,Yes,No,40,Single Line,Fiber optic,One year,99.2,4062.2,Yes,5098
6686-YPGHK,Long Beach,Male,Yes,No,47,Single Line,Fiber optic,Month-to-month,72.23339355334495,4042.3,Yes,3645
1383-EZRWL,Long Beach,Female,No,No,7,Single Line,No,Month-to-month,20.05,164.85,Yes,5595
4759-TRPLW,Long Beach,Male,No,No,1,Single Line,Fiber optic,Month-to-month,99.30531950325438,70.4,Yes,4238
8563-IIOXK,Duarte,Male,No,No,7,Single Line,DSL,One year,49.75,331.3,Yes,5651
8020-BWHYL,Montrose,Female,Yes,No,15,Single Line,Fiber optic,Month-to-month,82.46579431723168,1147.45,Yes,4526
2982-VPSGI,South Pasadena,Female,No,No,11,Multiple Lines,Fiber optic,Month-to-month,81.69540074245032,1078.9,Yes,2120
8199-ZLLSA,Tujunga,Male,No,No,67,Multiple Lines,Fiber optic,One year,118.35,7804.15,Yes,6255
4625-EWPTF,Pasadena,Male,No,No,8,No,DSL,Month-to-month,30.45,226.45,Yes,4549
5980-NOPLP,Pasadena,Female,No,No,44,Multiple Lines,Fiber optic,Month-to-month,76.73654925385047,4364.1,Yes,5606
6892-XPFPU,Pasadena,Male,Yes,No,24,Multiple Lines,Fiber optic,Month-to-month,100.9513189610953,2433.9,Yes,2104
8010-EZLOU,San Marino,Male,Yes,No,15,Multiple Lines,Fiber optic,Month-to-month,91.58197217203436,1217.25,Yes,4958
9874-QLCLH,Northridge,Female,No,No,17,Multiple Lines,Fiber optic,Month-to-month,84.91773407730027,1743.5,Yes,2365
8062-YBDOE,Canyon Country,Male,Yes,No,1,Single Line,Fiber optic,Month-to-month,111.58282363646616,69.65,Yes,5844
6000-APYLU,Valencia,Male,No,No,9,Single Line,Fiber optic,Month-to-month,82.50884736075345,713.1,Yes,3890
0947-IDHRQ,Woodland Hills,Female,No,No,7,Single Line,Fiber optic,Month-to-month,72.9291727576482,526.7,Yes,3949
3672-YITQD,Castaic,Male,Yes,No,36,Multiple Lines,Fiber optic,Month-to-month,83.59143914359497,3021.6,Yes,2987
9048-JVYVF,Panorama City,Male,No,No,3,Single Line,DSL,Month-to-month,69.35,191.35,Yes,3520
8988-ECPJR,Van Nuys,Female,Yes,No,34,Multiple Lines,Fiber optic,Month-to-month,94.9254846702148,2718.3,Yes,3980
3776-EKTKM,Burbank,Female,Yes,No,1,No,DSL,Month-to-month,36.45,36.45,Yes,5303
1902-XBTFB,North Hollywood,Male,No,No,22,Single Line,Fiber optic,Month-to-month,84.90984852150716,2001.5,Yes,5438
0643-OKLRP,Azusa,Female,Yes,No,47,Multiple Lines,Fiber optic,Month-to-month,83.72537827705206,3825.85,Yes,5915
9381-NDKME,El Monte,Female,Yes,No,24,No,DSL,Month-to-month,40.65,933.3,Yes,3843
2794-XIMMO,Rancho Cucamonga,Male,No,No,53,No,DSL,One year,60.45,3184.25,Yes,5650
8382-SHQEH,Rancho Cucamonga,Female,No,No,8,Multiple Lines,Fiber optic,Month-to-month,88.31512114272655,764.95,Yes,2656
2983-ZANRP,La Puente,Female,No,No,2,Single Line,Fiber optic,Month-to-month,87.09527117731436,145.4,Yes,5799
7845-URHJN,Hacienda Heights,Female,No,No,8,Single Line,No,Month-to-month,20.15,156.25,Yes,4785
3034-ZBEQN,La Puente,Female,No,No,48,No,DSL,One year,34.7,1604.5,Yes,5995
8327-LZKAS,Pomona,Female,Yes,No,43,Multiple Lines,Fiber optic,One year,107.55,4533.9,Yes,4423
1075-BGWOH,Rosemead,Male,Yes,No,16,Multiple Lines,Fiber optic,Month-to-month,86.1434751697838,1587.55,Yes,3392
0302-JOIVN,San Gabriel,Female,No,No,8,Single Line,Fiber optic,Month-to-month,101.07681097684194,842.9,Yes,2750
5366-IJEQJ,Alhambra,Male,No,No,20,Multiple Lines,Fiber optic,Month-to-month,91.0763178432077,1761.45,Yes,4115
1981-INRFU,Boulevard,Female,No,No,2,Single Line,Fiber optic,Month-to-month,73.46474265133669,164.5,Yes,5172
4971-PUYQO,Campo,Female,No,No,27,Multiple Lines,Fiber optic,Month-to-month,94.06162645594641,2724.6,Yes,4464
8485-GJCDN,Chula Vista,Female,Yes,No,5,Single Line,Fiber optic,Month-to-month,106.0704929271184,318.5,Yes,3368
1527-SXDPN,Imperial Beach,Male,No,No,52,Multiple Lines,Fiber optic,Two year,96.25,4990.25,Yes,4751
6029-WTIPC,Jacumba,Male,Yes,No,37,Multiple Lines,Fiber optic,Month-to-month,66.46839988844161,3744.05,Yes,4424
8634-CILSZ,Jamul,Male,No,No,69,Multiple Lines,Fiber optic,One year,104.7,7220.35,Yes,6350
6682-QJDGB,Borrego Springs,Male,No,Yes,40,Single Line,DSL,Month-to-month,55.25,2139.2,Yes,2810
8780-IXSTS,Carlsbad,Female,No,No,6,Multiple Lines,Fiber optic,Month-to-month,84.58668968123209,521.3,Yes,5656
9530-EHPOH,El Cajon,Male,No,No,11,Multiple Lines,DSL,Month-to-month,53.75,608.0,Yes,3407
0345-HKJVM,El Cajon,Female,No,No,6,Single Line,Fiber optic,Month-to-month,92.91218451765205,577.6,Yes,5800
3049-SOLAY,Fallbrook,Female,No,No,3,Multiple Lines,Fiber optic,Month-to-month,99.75335067849542,292.85,Yes,4176
3317-HRTNN,Julian,Female,Yes,No,5,No,DSL,Month-to-month,45.7,198.0,Yes,3561
3235-ETOOB,Lakeside,Male,No,No,8,Single Line,Fiber optic,Month-to-month,94.99016385304138,609.9,Yes,3683
8058-INTPH,Oceanside,Female,No,No,1,Single Line,Fiber optic,Month-to-month,82.89003036633444,79.65,Yes,2119
5569-OUICF,Santee,Female,Yes,No,28,Multiple Lines,Fiber optic,Month-to-month,104.43543446494238,2812.2,Yes,4994
8821-XNHVZ,Solana Beach,Female,No,No,1,Single Line,Fiber optic,Month-to-month,92.13790279909763,80.05,Yes,2943
2082-OJVTK,San Marcos,Male,No,No,29,Multiple Lines,Fiber optic,Month-to-month,89.34718336974647,2698.35,Yes,5292
5940-NFXKV,Rancho Santa Fe,Male,No,No,19,Multiple Lines,Fiber optic,Month-to-month,82.57438288675681,1465.75,Yes,3427
8053-WWDRO,San Diego,Female,No,No,6,Single Line,No,Month-to-month,19.5,146.3,Yes,5579
9564-KCLHR,San Diego,Male,No,No,1,Single Line,DSL,Month-to-month,51.25,51.25,Yes,2180
2082-CEFLT,San Diego,Male,No,No,1,Single Line,DSL,Month-to-month,45.6,45.6,Yes,3037
1213-NGCUN,San Diego,Female,No,No,6,Single Line,DSL,Month-to-month,49.65,267.35,Yes,4248
5688-KZTSN,San Diego,Male,No,Yes,15,Single Line,No,Month-to-month,20.0,288.05,Yes,4672
2894-QOJRX,San Diego,Female,No,No,25,No,DSL,Month-to-month,34.0,853.0,Yes,5024
5747-PMBSQ,San Diego,Male,Yes,No,10,Single Line,Fiber optic,Month-to-month,86.9435625070352,934.1,Yes,2415
3143-JQEGI,San Diego,Female,No,No,13,Single Line,Fiber optic,Month-to-month,72.20423717549355,1222.8,Yes,3740
6386-SZZKH,San Diego,Female,No,No,49,Multiple Lines,Fiber optic,Two year,107.95,5293.2,Yes,5785
2982-IHMFT,Indian Wells,Female,Yes,No,1,Multiple Lines,Fiber optic,Month-to-month,104.11688837234364,74.45,Yes,4291
3521-SYVOR,Palm Desert,Female,No,No,37,Single Line,DSL,Month-to-month,64.75,2345.2,Yes,5554
9526-JAWYF,Blythe,Male,No,No,26,Single Line,Fiber optic,Month-to-month,99.78043889620436,2335.3,Yes,3452
5649-VUKMC,Coachella,Female,No,No,12,Single Line,Fiber optic,One year,95.5,1115.15,Yes,3538
5143-EGQFK,Imperial,Female,Yes,No,10,No,DSL,Month-to-month,29.65,291.4,Yes,5702
4919-IKATY,Joshua Tree,Male,No,No,5,Multiple Lines,Fiber optic,Month-to-month,81.69476794923725,453.75,Yes,5141
9050-QLROH,Niland,Male,No,No,18,Multiple Lines,Fiber optic,Month-to-month,89.9213825761499,1597.25,Yes,2931
6168-WFVVF,Palm Springs,Female,Yes,No,3,Single Line,Fiber optic,Month-to-month,99.05082508411793,235.5,Yes,5165
0877-SDMBN,Parker Dam,Female,No,No,54,Multiple Lines,Fiber optic,One year,103.95,5639.05,Yes,6117
8065-YKXKD,Seeley,Female,No,No,10,Multiple Lines,Fiber optic,Month-to-month,86.8486253905847,799.65,Yes,5578
9637-EIHEQ,Thermal,Female,No,No,1,Single Line,DSL,Month-to-month,50.8,50.8,Yes,4535
9689-PTNPG,Vidal,Male,No,No,2,Single Line,Fiber optic,Month-to-month,104.5314137072884,144.55,Yes,5055
9465-RWMXL,Westmorland,Male,No,No,32,Multiple Lines,Fiber optic,Month-to-month,77.9758383990455,2447.95,Yes,5949
2362-IBOOY,Winterhaven,Male,No,No,36,Multiple Lines,Fiber optic,Month-to-month,87.70152086840658,3050.15,Yes,5272
0843-WTBXE,Landers,Male,No,No,53,Multiple Lines,Fiber optic,Month-to-month,93.0910890480053,4517.25,Yes,4753
5515-IDEJJ,Angelus Oaks,Male,No,Yes,1,Single Line,No,Month-to-month,19.9,19.9,Yes,5441
7450-NWRTR,Apple Valley,Male,Yes,No,12,Multiple Lines,Fiber optic,Month-to-month,92.26205214446495,1200.15,Yes,2819
5376-DEQCP,Barstow,Female,No,No,1,Single Line,Fiber optic,Month-to-month,102.0709532250123,70.6,Yes,4063
9095-HFAFX,Big Bear City,Female,No,No,5,Single Line,Fiber optic,Month-to-month,76.79690245242853,389.6,Yes,3718
2379-ENZGV,Bloomington,Male,No,No,6,Single Line,Fiber optic,Month-to-month,105.1153965069278,523.5,Yes,3420
6005-OBZPH,Ludlow,Female,Yes,No,26,Multiple Lines,Fiber optic,Month-to-month,87.0037243347426,2277.65,Yes,4074
7932-WPTDS,Green Valley Lake,Female,Yes,No,1,No,DSL,Month-to-month,24.8,24.8,Yes,5377
2722-VOJQL,Highland,Male,No,No,64,Multiple Lines,Fiber optic,One year,105.65,6903.1,Yes,4870
5228-EXCET,Newberry Springs,Male,No,No,13,Single Line,Fiber optic,Month-to-month,95.31427124062785,1008.7,Yes,5964
7394-FKDNK,Redlands,Female,No,No,9,Single Line,Fiber optic,Month-to-month,92.75189829660644,853.1,Yes,4971
6331-LWDTQ,Rialto,Male,No,No,10,Multiple Lines,DSL,Month-to-month,72.15,794.25,Yes,2457
1597-FZREH,Shoshone,Female,No,No,2,Single Line,DSL,Month-to-month,76.4,160.8,Yes,3005
7000-WCEVQ,Wrightwood,Female,Yes,No,20,Multiple Lines,DSL,Month-to-month,61.6,1174.35,Yes,3866
0727-IWKVK,Yermo,Male,No,No,9,Single Line,Fiber optic,Month-to-month,89.41340007187267,741.7,Yes,4748
5959-BELXA,Yucaipa,Male,Yes,No,32,Multiple Lines,Fiber optic,Month-to-month,84.53722566455382,3019.25,Yes,2246
3512-IZIKN,San Bernardino,Female,No,No,70,Multiple Lines,DSL,Two year,65.3,4759.75,Yes,5591
6141-OOXUQ,San Bernardino,Male,No,No,1,Single Line,No,Month-to-month,19.65,19.65,Yes,5717
7503-ZGUZJ,Riverside,Male,No,No,1,Multiple Lines,Fiber optic,Month-to-month,76.55151941400106,84.65,Yes,4261
2506-TNFCO,Riverside,Female,Yes,No,1,Single Line,Fiber optic,Month-to-month,71.83733434735616,69.55,Yes,5948
8718-PTMEZ,Lake Elsinore,Female,No,No,13,No,DSL,Month-to-month,31.05,347.25,Yes,5131
2207-OBZNX,Aguanga,Male,No,No,7,Single Line,DSL,Month-to-month,51.0,354.05,Yes,3736
6142-VSJQO,Homeland,Female,No,Yes,1,Single Line,DSL,Month-to-month,44.35,44.35,Yes,4599
6437-UKHMV,Moreno Valley,Female,No,No,7,Single Line,Fiber optic,Month-to-month,81.36915964558557,586.05,Yes,3109
1114-CENIM,San Jacinto,Male,No,Yes,54,Multiple Lines,DSL,Month-to-month,55.0,3092.65,Yes,5282
6060-DRTNL,San Jacinto,Female,Yes,No,5,Single Line,Fiber optic,Month-to-month,75.76573968843005,415.55,Yes,3305
8473-VUVJN,Temecula,Male,Yes,No,1,Multiple Lines,Fiber optic,Month-to-month,94.51870819355922,73.65,Yes,5443
6289-CPNLD,Temecula,Male,No,No,33,Single Line,DSL,One year,73.9,2405.05,Yes,5374
5536-SLHPM,Temecula,Female,No,No,55,Multiple Lines,Fiber optic,Month-to-month,64.67955135188727,4458.15,Yes,4398
0196-VULGZ,Irvine,Female,Yes,No,6,Multiple Lines,Fiber optic,Month-to-month,82.8303152467167,474.9,Yes,5721
8837-VVWLQ,Capistrano Beach,Female,No,No,8,Single Line,Fiber optic,Month-to-month,83.37504793185481,668.4,Yes,4437
2696-NARTR,Corona Del Mar,Male,No,No,11,Single Line,Fiber optic,Month-to-month,75.0863956938623,926.25,Yes,3634
7614-QVWQL,Costa Mesa,Male,No,No,49,No,DSL,One year,51.8,2541.25,Yes,5375
1976-CFOCS,Dana Point,Female,Yes,No,1,Single Line,DSL,Month-to-month,46.0,46.0,Yes,4531
4631-OACRM,Lake Forest,Male,Yes,No,15,Single Line,Fiber optic,Month-to-month,83.9294725025953,1156.1,Yes,3621
3755-JBMNH,Huntington Beach,Male,Yes,No,16,Single Line,Fiber optic,Month-to-month,72.72253681837478,1167.8,Yes,3327
6345-ULYRW,Laguna Beach,Male,Yes,No,44,Multiple Lines,Fiber optic,One year,88.4,3912.9,Yes,2674
1809-DMJHQ,Newport Beach,Female,No,Yes,5,Single Line,DSL,Month-to-month,46.0,221.7,Yes,4846
6923-EFPNL,Silverado,Male,No,No,4,Multiple Lines,DSL,Month-to-month,51.75,201.1,Yes,3865
9574-RKJIF,Trabuco Canyon,Male,No,No,30,Multiple Lines,Fiber optic,Month-to-month,83.31813952634087,2838.7,Yes,2792
2619-WFQWU,Mission Viejo,Female,No,No,1,Single Line,Fiber optic,Month-to-month,69.16277953869216,70.15,Yes,3208
0778-NELLA,Anaheim,Male,No,No,9,No,DSL,Month-to-month,34.7,296.1,Yes,5352
4614-NUVZD,Anaheim,Female,No,No,1,Single Line,Fiber optic,Month-to-month,95.92875004833314,81.1,Yes,2075
3803-KMQFW,Brea,Female,No,Yes,1,Single Line,No,Month-to-month,20.55,20.55,Yes,3797
6804-GDMOI,Brea,Female,No,No,61,Multiple Lines,Fiber optic,Two year,106.6,6428.4,Yes,4183
9572-MTILT,Fullerton,Male,No,No,59,Multiple Lines,Fiber optic,Month-to-month,78.69401401195069,6252.9,Yes,4508
9611-CTWIH,Garden Grove,Female,No,No,3,Single Line,Fiber optic,Month-to-month,83.9002702842613,240.45,Yes,3591
0329-GTIAJ,Garden Grove,Female,No,No,3,Single Line,Fiber optic,Month-to-month,79.85729716446066,315.3,Yes,4330
6629-CZTTH,Orange,Male,No,No,1,Single Line,DSL,Month-to-month,55.7,55.7,Yes,4629
5364-EVNIB,Orange,Male,No,No,13,Single Line,Fiber optic,Month-to-month,81.30528441019536,973.45,Yes,5067
5087-SUURX,Yorba Linda,Female,No,No,18,No,DSL,Month-to-month,39.05,669.85,Yes,2601
0013-EXCHZ,Camarillo,Female,Yes,No,3,Single Line,Fiber optic,Month-to-month,99.85130388415828,267.4,Yes,3464
5550-VFRLC,Moorpark,Female,Yes,No,1,Single Line,Fiber optic,Month-to-month,93.40352827614427,69.85,Yes,5056
4929-BSTRX,Oxnard,Female,No,No,1,Single Line,DSL,Month-to-month,53.55,53.55,Yes,2326
2225-ZRGSG,Piru,Female,No,No,70,Multiple Lines,Fiber optic,Two year,93.9,6579.05,Yes,6173
5271-YNWVR,Santa Paula,Male,No,No,68,Multiple Lines,Fiber optic,Two year,113.15,7856.0,Yes,4610
2657-ALMWY,Simi Valley,Female,Yes,No,26,Single Line,Fiber optic,Month-to-month,81.7625030178222,2169.75,Yes,4316
6330-JKLPC,Somis,Male,No,No,11,Multiple Lines,Fiber optic,Month-to-month,91.72065224208609,896.9,Yes,5119
4667-OHGKG,Summerland,Male,No,No,1,Single Line,No,Month-to-month,19.3,19.3,Yes,4266
